doctor_id,doctor_name,specialty,clinic_name,city,region,tier,active_flag,last_updated
D0280,Dr Ahmed Mostafa,Internal Medicine,Life Clinic,Asyut,South,C,1,2024-01-06
D0281,Dr Khaled Mostafa,General Practice,Noor Clinic,Damanhur,North,B,1,2023-06-18
D0282,Dr Youssef El-Sayed,Endocrinology,Noor Clinic,Damanhur,North,C,1,2024-06-06
D0283,Dr Omar Mahmoud,Pediatrics,Elite Clinic,Qena,South,B,1,2024-04-18
D0284,Dr Ahmed El-Sayed,Gastroenterology,Noor Clinic,Tanta,North,C,1,2024-08-15
D0285,Dr Youssef El-Sayed,Internal Medicine,Shifa Clinic,Port Said,East,C,1,2023-03-12
D0286,Dr Youssef Mahmoud,Pulmonology,Noor Clinic,Marsa Matruh,West,C,0,2024-10-23
D0287,Dr Hassan Hassan,Pediatrics,Elite Clinic,Siwa,West,A,0,2025-06-14
D0288,Dr Omar Hassan,Pulmonology,Life Clinic,Ismailia,East,C,1,2023-05-11
D0289,Dr Youssef Hassan,ENT,Care Clinic,Tanta,North,C,1,2024-06-28
D0290,Dr Ali El-Sayed,Pulmonology,Life Clinic,Siwa,West,B,0,2025-01-12
D0291,Dr Ahmed Ali,Cardiology,Hope Clinic,Riyadh,Gulf,B,1,2024-08-31
D0292,Dr Mohamed Mostafa,Cardiology,Care Clinic,Jeddah,Gulf,B,1,2024-03-25
D0293,Dr Hassan Mahmoud,General Practice,Hope Clinic,Alexandria,North,C,1,2025-01-19
D0294,Dr Hassan Hassan,Endocrinology,Noor Clinic,Giza,Central,B,1,2024-11-07
D0295,Dr Mohamed Saad,Cardiology,Elite Clinic,Suez,East,C,1,2025-01-22
D0296,Dr Youssef Mostafa,Cardiology,Shifa Clinic,Siwa,West,C,0,2024-11-18
D0297,Dr Hassan Ali,Pediatrics,Care Clinic,Riyadh,Gulf,A,1,2025-02-11
D0298,Dr Youssef Ali,Pulmonology,Hope Clinic,Sohag,South,C,0,2024-07-29
D0299,Dr Ahmed Ali,Pediatrics,Shifa Clinic,Cairo,Central,B,1,2024-10-24
D0300,Dr Hassan El-Sayed,Endocrinology,Life Clinic,Damanhur,North,A,1,2024-09-11
D0301,Dr Khaled El-Sayed,General Practice,Care Clinic,Qena,South,B,1,2023-12-07
D0302,Dr Omar Mostafa,Internal Medicine,Elite Clinic,Qena,South,C,1,2023-09-06
D0303,Dr Youssef Mostafa,Endocrinology,Elite Clinic,Sohag,South,C,1,2024-01-25
D0304,Dr Ahmed Saad,Gastroenterology,Noor Clinic,Suez,East,B,1,2024-04-22
D0305,Dr Mohamed Saad,Neurology,Care Clinic,Ismailia,East,B,1,2025-06-03
D0306,Dr Khaled Hassan,General Practice,Care Clinic,Tanta,North,C,1,2024-03-03
D0307,Dr Omar Saad,Pediatrics,Shifa Clinic,Ismailia,East,C,1,2024-07-17
D0308,Dr Mohamed Hassan,ENT,Elite Clinic,Suez,East,B,1,2023-12-27
D0309,Dr Ahmed Mostafa,Pulmonology,Life Clinic,Giza,Central,C,1,2024-10-19
D0310,Dr Omar Hassan,Cardiology,Life Clinic,Damanhur,North,C,1,2025-05-12
D0311,Dr Hassan Saad,Cardiology,Elite Clinic,Dubai,Gulf,B,1,2023-03-03
D0312,Dr Ahmed El-Sayed,ENT,Hope Clinic,Giza,Central,A,1,2024-02-26
D0313,Dr Omar Saad,General Practice,Noor Clinic,Riyadh,Gulf,C,1,2025-04-12
D0314,Dr Hassan Mahmoud,Internal Medicine,Shifa Clinic,Asyut,South,C,1,2024-09-26
D0315,Dr Mohamed Saad,Internal Medicine,Care Clinic,Suez,East,B,1,2024-08-01
D0316,Dr Ahmed El-Sayed,Internal Medicine,Noor Clinic,Port Said,East,C,1,2025-02-16
D0317,Dr Mohamed El-Sayed,General Practice,Noor Clinic,Siwa,West,B,1,2024-12-20
D0318,Dr Mohamed Saad,Internal Medicine,Hope Clinic,Siwa,West,C,0,2023-08-24
D0319,Dr Hassan Mostafa,Cardiology,Elite Clinic,Siwa,West,C,1,2023-10-15
D0320,Dr Ali Saad,Neurology,Noor Clinic,Alexandria,North,A,1,2023-05-28
D0321,Dr Youssef Saad,Pulmonology,Hope Clinic,Tanta,North,C,1,2025-05-19
D0322,Dr Hassan Saad,Pulmonology,Shifa Clinic,Suez,East,C,1,2023-03-22
D0323,Dr Ali Mostafa,Pediatrics,Hope Clinic,Alexandria,North,B,1,2024-09-11
D0324,Dr Youssef Hassan,Cardiology,Shifa Clinic,Siwa,West,C,1,2024-04-06
D0325,Dr Ahmed Mostafa,Pediatrics,Shifa Clinic,Giza,Central,B,1,2024-01-25
D0326,Dr Ali Saad,Internal Medicine,Care Clinic,Qena,South,A,1,2024-12-29
D0327,Dr Youssef Mahmoud,Neurology,Shifa Clinic,Riyadh,Gulf,B,1,2023-11-12
D0328,Dr Hassan Ali,Internal Medicine,Life Clinic,Alexandria,North,B,1,2024-07-22
D0329,Dr Khaled Ali,Neurology,Life Clinic,Alexandria,North,C,1,2025-03-14
D0330,Dr Mohamed Mostafa,Pediatrics,Hope Clinic,Suez,East,C,1,2024-07-26
D0331,Dr Youssef Hassan,Pediatrics,Life Clinic,Qena,South,B,1,2023-10-02
D0332,Dr Khaled Mahmoud,Gastroenterology,Care Clinic,Sohag,South,B,1,2023-03-20
D0333,Dr Mohamed Mahmoud,ENT,Life Clinic,Jeddah,Gulf,C,1,2023-04-20
D0334,Dr Youssef Saad,Pediatrics,Hope Clinic,Siwa,West,C,1,2023-12-09
D0335,Dr Khaled Hassan,Neurology,Noor Clinic,Sohag,South,C,1,2024-05-05
D0336,Dr Youssef Mahmoud,ENT,Noor Clinic,Suez,East,C,1,2023-11-30
D0337,Dr Ali Mostafa,Endocrinology,Life Clinic,Ismailia,East,C,1,2024-11-29
D0338,Dr Ahmed Ali,Endocrinology,Elite Clinic,Riyadh,Gulf,B,1,2024-12-10
D0339,Dr Youssef Ali,Gastroenterology,Life Clinic,Marsa Matruh,West,B,1,2025-01-02
D0340,Dr Omar Ali,Pediatrics,Hope Clinic,Siwa,West,C,0,2025-06-09
D0341,Dr Ali Hassan,General Practice,Elite Clinic,Tanta,North,C,0,2023-04-22
D0342,Dr Omar Saad,Pulmonology,Noor Clinic,Riyadh,Gulf,C,1,2024-10-22
D0343,Dr Omar Mostafa,Internal Medicine,Hope Clinic,Suez,East,A,1,2024-06-06
D0344,Dr Hassan Saad,ENT,Hope Clinic,Cairo,Central,B,1,2024-11-26
D0345,Dr Ahmed Saad,Cardiology,Care Clinic,Sohag,South,B,1,2023-03-29
D0346,Dr Khaled Ali,Neurology,Life Clinic,Suez,East,B,1,2024-05-09
D0347,Dr Ahmed El-Sayed,Neurology,Shifa Clinic,Siwa,West,A,1,2024-12-28
D0348,Dr Mohamed Mostafa,Pulmonology,Care Clinic,Dubai,Gulf,C,1,2024-06-12
D0349,Dr Omar Hassan,Pediatrics,Care Clinic,Port Said,East,C,1,2024-02-19
D0350,Dr Youssef Mostafa,Pediatrics,Noor Clinic,Jeddah,Gulf,B,1,2023-07-22
D0351,Dr Ali El-Sayed,Endocrinology,Hope Clinic,Marsa Matruh,West,B,1,2025-04-08
D0352,Dr Khaled Saad,Pulmonology,Noor Clinic,Damanhur,North,B,1,2023-04-27
D0353,Dr Khaled Ali,Pediatrics,Hope Clinic,Giza,Central,C,1,2023-12-23
D0354,Dr Mohamed Mahmoud,Gastroenterology,Life Clinic,Qena,South,C,1,2024-11-19
D0355,Dr Youssef Ali,Internal Medicine,Hope Clinic,Sohag,South,B,1,2024-06-07
D0356,Dr Omar Saad,Pediatrics,Care Clinic,Qena,South,B,1,2024-07-04
D0357,Dr Youssef Mostafa,ENT,Life Clinic,Cairo,Central,B,1,2025-05-12
D0358,Dr Hassan Saad,ENT,Noor Clinic,Ismailia,East,A,1,2024-07-29
D0359,Dr Ahmed Mostafa,Pediatrics,Life Clinic,Siwa,West,C,1,2023-06-21
D0360,Dr Ali Ali,Cardiology,Hope Clinic,Sohag,South,B,1,2023-06-22
D0361,Dr Ali Mostafa,General Practice,Shifa Clinic,Riyadh,Gulf,C,1,2023-10-02
D0362,Dr Omar Saad,ENT,Care Clinic,Cairo,Central,C,0,2023-04-15
D0363,Dr Youssef El-Sayed,ENT,Care Clinic,Ismailia,East,B,1,2023-03-31
D0364,Dr Mohamed Mostafa,Neurology,Care Clinic,Qena,South,C,1,2024-03-14
D0365,Dr Hassan Hassan,Cardiology,Shifa Clinic,Asyut,South,C,1,2024-09-03
D0366,Dr Omar El-Sayed,Gastroenterology,Care Clinic,Riyadh,Gulf,C,0,2024-06-10
D0367,Dr Mohamed Hassan,Gastroenterology,Care Clinic,Marsa Matruh,West,C,1,2025-06-05
D0368,Dr Mohamed Mostafa,Endocrinology,Elite Clinic,Riyadh,Gulf,C,1,2024-05-16
D0369,Dr Ali El-Sayed,Pediatrics,Noor Clinic,Port Said,East,B,1,2025-03-24
D0370,Dr Ahmed Saad,Neurology,Life Clinic,Giza,Central,B,1,2024-08-18
D0371,Dr Mohamed Ali,Neurology,Care Clinic,Riyadh,Gulf,C,1,2024-02-12
D0372,Dr Mohamed Mostafa,Neurology,Noor Clinic,Siwa,West,C,1,2024-08-14
D0373,Dr Youssef El-Sayed,Cardiology,Life Clinic,Port Said,East,A,1,2025-05-06
D0374,Dr Omar Hassan,ENT,Elite Clinic,Sohag,South,A,0,2023-07-27
D0375,Dr Khaled Saad,Gastroenterology,Elite Clinic,Ismailia,East,A,1,2023-03-26
D0376,Dr Mohamed Ali,Pediatrics,Elite Clinic,Asyut,South,C,1,2025-02-12
D0377,Dr Hassan Hassan,Internal Medicine,Hope Clinic,Damanhur,North,A,1,2023-05-16
D0378,Dr Ali Ali,Cardiology,Elite Clinic,Riyadh,Gulf,A,1,2023-05-04
D0379,Dr Ahmed El-Sayed,Internal Medicine,Shifa Clinic,Sohag,South,B,1,2025-04-05
D0380,Dr Mohamed Saad,Pulmonology,Elite Clinic,Suez,East,B,1,2025-06-14
D0381,Dr Youssef Mahmoud,General Practice,Elite Clinic,Asyut,South,C,1,2023-06-18
D0382,Dr Ali Hassan,Pulmonology,Life Clinic,Qena,South,C,1,2024-03-29
D0383,Dr Khaled Hassan,Internal Medicine,Care Clinic,Alexandria,North,C,1,2024-03-15
D0384,Dr Hassan Mahmoud,Internal Medicine,Elite Clinic,Port Said,East,B,1,2025-01-08
D0385,Dr Omar Ali,Gastroenterology,Shifa Clinic,Damanhur,North,B,1,2023-07-13
D0386,Dr Omar Mostafa,Endocrinology,Life Clinic,Dubai,Gulf,B,1,2024-05-26
D0387,Dr Ali Mostafa,Neurology,Noor Clinic,Cairo,Central,C,1,2025-05-31
D0388,Dr Ahmed El-Sayed,Pulmonology,Hope Clinic,Port Said,East,C,0,2025-02-27
D0389,Dr Youssef Mostafa,Gastroenterology,Shifa Clinic,Alexandria,North,B,0,2025-03-19
D0390,Dr Ahmed Saad,General Practice,Hope Clinic,Jeddah,Gulf,C,1,2024-02-16
D0391,Dr Ali Hassan,Gastroenterology,Hope Clinic,Cairo,Central,A,1,2023-07-28
D0392,Dr Mohamed El-Sayed,Internal Medicine,Care Clinic,Suez,East,B,1,2025-05-16
D0393,Dr Omar Saad,Internal Medicine,Elite Clinic,Tanta,North,B,1,2023-11-13
D0394,Dr Mohamed Ali,Internal Medicine,Shifa Clinic,Dubai,Gulf,A,1,2023-01-12
D0395,Dr Khaled Saad,Pulmonology,Life Clinic,Giza,Central,B,1,2025-06-13
D0396,Dr Hassan Saad,Pediatrics,Life Clinic,Tanta,North,B,1,2024-12-30
D0397,Dr Mohamed Mahmoud,General Practice,Care Clinic,Siwa,West,B,1,2024-08-03
D0398,Dr Ali El-Sayed,Internal Medicine,Care Clinic,Ismailia,East,B,1,2023-02-15
D0399,Dr Ahmed Mostafa,Neurology,Elite Clinic,Tanta,North,B,1,2025-05-28
D0400,Dr Khaled Mahmoud,Pediatrics,Life Clinic,Jeddah,Gulf,B,1,2025-01-07
D0401,Dr Mohamed Mostafa,Internal Medicine,Life Clinic,Giza,Central,C,0,2023-07-03
D0402,Dr Khaled El-Sayed,ENT,Hope Clinic,Marsa Matruh,West,C,1,2023-11-15
D0403,Dr Omar Mostafa,Neurology,Care Clinic,Marsa Matruh,West,B,1,2023-11-08
D0404,Dr Hassan Hassan,ENT,Care Clinic,Siwa,West,C,1,2025-01-20
D0405,Dr Omar El-Sayed,Cardiology,Shifa Clinic,Tanta,North,B,1,2025-05-09
D0406,Dr Mohamed Mostafa,Pediatrics,Care Clinic,Damanhur,North,C,1,2023-04-17
D0407,Dr Ahmed El-Sayed,Cardiology,Care Clinic,Siwa,West,C,1,2023-10-14
D0408,Dr Ahmed Mostafa,Neurology,Care Clinic,Giza,Central,B,1,2024-08-17
D0409,Dr Mohamed Hassan,Internal Medicine,Shifa Clinic,Riyadh,Gulf,C,1,2024-11-09
D0410,Dr Youssef Mahmoud,Pediatrics,Care Clinic,Suez,East,C,1,2023-11-22
D0411,Dr Ahmed Hassan,Pulmonology,Noor Clinic,Alexandria,North,C,1,2023-06-09
D0412,Dr Mohamed Ali,Pediatrics,Shifa Clinic,Siwa,West,A,1,2025-02-27
D0413,Dr Ali Saad,Internal Medicine,Elite Clinic,Siwa,West,A,1,2023-11-08
D0414,Dr Omar Hassan,Endocrinology,Shifa Clinic,Cairo,Central,C,1,2023-04-04
D0415,Dr Youssef Ali,Gastroenterology,Hope Clinic,Marsa Matruh,West,B,0,2023-02-01
D0416,Dr Mohamed El-Sayed,Endocrinology,Life Clinic,Jeddah,Gulf,A,1,2025-03-23
D0417,Dr Omar Saad,Pulmonology,Life Clinic,Alexandria,North,B,1,2024-12-03
D0418,Dr Youssef Hassan,Internal Medicine,Life Clinic,Giza,Central,A,1,2024-10-23
D0419,Dr Youssef Saad,Cardiology,Noor Clinic,Ismailia,East,C,1,2024-08-10
D0420,Dr Mohamed Mahmoud,Pediatrics,Shifa Clinic,Marsa Matruh,West,C,1,2023-08-08
D0421,Dr Khaled Ali,Cardiology,Noor Clinic,Marsa Matruh,West,C,1,2024-10-24
D0422,Dr Mohamed Saad,Cardiology,Hope Clinic,Giza,Central,A,1,2024-03-05
D0423,Dr Omar Mahmoud,General Practice,Noor Clinic,Qena,South,C,0,2025-03-11
D0424,Dr Khaled Hassan,Neurology,Life Clinic,Giza,Central,C,1,2024-02-02
D0425,Dr Ahmed Ali,Endocrinology,Hope Clinic,Port Said,East,A,1,2023-10-15
D0426,Dr Mohamed Mahmoud,Endocrinology,Hope Clinic,Port Said,East,C,1,2024-11-03
D0427,Dr Khaled Hassan,Endocrinology,Care Clinic,Dubai,Gulf,C,0,2024-02-02
D0428,Dr Ahmed Saad,Neurology,Elite Clinic,Qena,South,C,1,2024-08-28
D0429,Dr Youssef Mostafa,Pulmonology,Shifa Clinic,Port Said,East,C,1,2025-04-09
D0430,Dr Ahmed Mostafa,Cardiology,Noor Clinic,Sohag,South,A,1,2023-08-13
D0431,Dr Ali Mahmoud,Endocrinology,Life Clinic,Tanta,North,C,1,2023-07-01
D0432,Dr Khaled El-Sayed,Pulmonology,Shifa Clinic,Alexandria,North,C,1,2025-05-31
D0433,Dr Mohamed Hassan,Pediatrics,Elite Clinic,Jeddah,Gulf,C,1,2023-11-27
D0434,Dr Hassan Mahmoud,Neurology,Care Clinic,Siwa,West,B,0,2024-12-11
D0435,Dr Mohamed Hassan,Pulmonology,Elite Clinic,Jeddah,Gulf,B,1,2023-10-29
D0436,Dr Ahmed Hassan,Pediatrics,Hope Clinic,Damanhur,North,C,1,2024-08-04
D0437,Dr Mohamed Mahmoud,Endocrinology,Elite Clinic,Port Said,East,C,1,2024-05-23
D0438,Dr Ali Saad,Neurology,Elite Clinic,Alexandria,North,C,1,2023-04-01
D0439,Dr Omar El-Sayed,Neurology,Shifa Clinic,Jeddah,Gulf,B,1,2023-09-13
D0440,Dr Mohamed Ali,Cardiology,Noor Clinic,Ismailia,East,A,1,2024-03-05
D0441,Dr Ali Mostafa,General Practice,Elite Clinic,Siwa,West,B,1,2025-03-18
D0442,Dr Khaled El-Sayed,Pulmonology,Shifa Clinic,Dubai,Gulf,B,1,2023-02-04
D0443,Dr Omar El-Sayed,Internal Medicine,Hope Clinic,Ismailia,East,B,1,2023-06-14
D0444,Dr Mohamed Mostafa,ENT,Noor Clinic,Tanta,North,C,1,2024-10-31
D0445,Dr Omar Mostafa,Internal Medicine,Elite Clinic,Asyut,South,B,0,2024-02-24
D0446,Dr Ahmed Ali,Gastroenterology,Hope Clinic,Jeddah,Gulf,C,1,2023-04-09
D0447,Dr Khaled Saad,Pulmonology,Elite Clinic,Giza,Central,A,1,2023-03-31
D0448,Dr Khaled El-Sayed,Endocrinology,Noor Clinic,Giza,Central,A,1,2024-10-15
D0449,Dr Ahmed Saad,Pediatrics,Hope Clinic,Tanta,North,B,1,2023-09-29
D0450,Dr Ahmed Mahmoud,Neurology,Noor Clinic,Marsa Matruh,West,C,1,2024-04-01
D0451,Dr Ali Saad,Endocrinology,Elite Clinic,Siwa,West,C,1,2023-06-04
D0452,Dr Hassan Hassan,Neurology,Hope Clinic,Alexandria,North,C,1,2025-02-13
D0453,Dr Youssef Mostafa,General Practice,Care Clinic,Tanta,North,B,1,2025-06-06
D0454,Dr Hassan Mostafa,Internal Medicine,Hope Clinic,Siwa,West,B,1,2023-02-05
D0455,Dr Mohamed Hassan,Internal Medicine,Care Clinic,Cairo,Central,C,1,2023-06-21
D0456,Dr Omar Hassan,Internal Medicine,Hope Clinic,Tanta,North,C,1,2025-04-22
D0457,Dr Khaled Mahmoud,Internal Medicine,Hope Clinic,Suez,East,A,1,2024-07-19
D0458,Dr Mohamed Mostafa,General Practice,Hope Clinic,Marsa Matruh,West,C,1,2023-06-03
D0459,Dr Ali Mostafa,Internal Medicine,Shifa Clinic,Cairo,Central,C,1,2023-10-20
D0460,Dr Ahmed Hassan,Pediatrics,Shifa Clinic,Siwa,West,C,1,2024-04-29
D0461,Dr Omar Hassan,Pediatrics,Life Clinic,Marsa Matruh,West,A,1,2023-12-06
D0462,Dr Ali Mahmoud,Gastroenterology,Shifa Clinic,Riyadh,Gulf,C,1,2025-04-17
D0463,Dr Omar Ali,Internal Medicine,Shifa Clinic,Suez,East,C,1,2023-11-04
D0464,Dr Mohamed Ali,Pediatrics,Elite Clinic,Port Said,East,C,1,2024-03-28
D0465,Dr Omar Mostafa,Cardiology,Noor Clinic,Siwa,West,C,1,2023-11-15
D0466,Dr Ali El-Sayed,Cardiology,Care Clinic,Qena,South,B,1,2023-07-25
D0467,Dr Khaled Ali,Cardiology,Hope Clinic,Tanta,North,C,1,2023-10-08
D0468,Dr Mohamed Ali,Cardiology,Hope Clinic,Marsa Matruh,West,B,1,2024-04-01
D0469,Dr Ali Saad,Neurology,Life Clinic,Giza,Central,B,1,2025-02-05
D0470,Dr Mohamed Hassan,Pediatrics,Elite Clinic,Ismailia,East,A,1,2025-03-09
D0471,Dr Ali Saad,Endocrinology,Life Clinic,Qena,South,B,1,2023-01-21
D0472,Dr Hassan Mahmoud,Pulmonology,Elite Clinic,Marsa Matruh,West,C,1,2023-09-16
D0473,Dr Youssef Mahmoud,Gastroenterology,Care Clinic,Jeddah,Gulf,B,1,2023-12-24
D0474,Dr Ahmed Mostafa,General Practice,Elite Clinic,Siwa,West,C,1,2023-04-15
D0475,Dr Khaled Mahmoud,Gastroenterology,Elite Clinic,Port Said,East,B,1,2023-03-07
D0476,Dr Khaled Hassan,Gastroenterology,Care Clinic,Suez,East,C,0,2024-10-29
D0477,Dr Youssef Saad,Cardiology,Shifa Clinic,Cairo,Central,C,1,2024-09-06
D0478,Dr Youssef Ali,Cardiology,Noor Clinic,Dubai,Gulf,C,0,2023-09-23
D0479,Dr Hassan Saad,Endocrinology,Noor Clinic,Dubai,Gulf,B,1,2024-12-03
D0480,Dr Hassan Hassan,General Practice,Shifa Clinic,Riyadh,Gulf,B,1,2024-11-04
D0481,Dr Ali Hassan,Pulmonology,Elite Clinic,Tanta,North,C,1,2024-07-26
D0482,Dr Khaled Ali,Internal Medicine,Shifa Clinic,Port Said,East,B,1,2025-06-11
D0483,Dr Ali Saad,Gastroenterology,Hope Clinic,Suez,East,B,1,2023-02-24
D0484,Dr Omar Ali,ENT,Hope Clinic,Cairo,Central,C,1,2025-06-07
D0485,Dr Khaled Ali,Cardiology,Hope Clinic,Suez,East,C,1,2023-07-25
D0486,Dr Youssef Mahmoud,Neurology,Elite Clinic,Marsa Matruh,West,C,1,2023-03-24
D0487,Dr Ali Hassan,Cardiology,Hope Clinic,Sohag,South,A,1,2025-02-18
D0488,Dr Youssef Ali,Internal Medicine,Noor Clinic,Sohag,South,A,1,2024-03-15
D0489,Dr Khaled Mostafa,Cardiology,Care Clinic,Marsa Matruh,West,C,1,2023-01-15
D0490,Dr Khaled Mahmoud,Cardiology,Care Clinic,Damanhur,North,C,1,2024-12-11
D0491,Dr Ahmed Mahmoud,General Practice,Shifa Clinic,Tanta,North,C,1,2025-04-23
D0492,Dr Youssef Mahmoud,Pediatrics,Care Clinic,Siwa,West,C,0,2023-12-17
D0493,Dr Mohamed Saad,Cardiology,Life Clinic,Sohag,South,B,1,2023-05-15
D0494,Dr Youssef Saad,Internal Medicine,Shifa Clinic,Cairo,Central,B,1,2023-02-08
D0495,Dr Ahmed Saad,Cardiology,Life Clinic,Cairo,Central,C,1,2023-01-21
D0496,Dr Mohamed Hassan,Pediatrics,Elite Clinic,Siwa,West,A,1,2024-12-19
D0497,Dr Hassan Mahmoud,Cardiology,Hope Clinic,Jeddah,Gulf,B,1,2024-11-09
D0498,Dr Hassan El-Sayed,Pediatrics,Shifa Clinic,Cairo,Central,C,1,2025-01-06
D0499,Dr Ali Mostafa,ENT,Care Clinic,Alexandria,North,B,1,2023-09-27
D0500,Dr Mohamed Saad,Pediatrics,Noor Clinic,Port Said,East,B,1,2024-05-23
D0501,Dr Ali Mostafa,Cardiology,Elite Clinic,Ismailia,East,A,1,2023-04-24
D0502,Dr Ahmed Mahmoud,Internal Medicine,Elite Clinic,Marsa Matruh,West,C,1,2025-01-10
D0503,Dr Mohamed El-Sayed,Gastroenterology,Shifa Clinic,Sohag,South,B,1,2025-04-12
D0504,Dr Ali El-Sayed,Neurology,Life Clinic,Port Said,East,B,1,2025-05-21
D0505,Dr Khaled Saad,Pulmonology,Life Clinic,Qena,South,B,1,2024-09-28
D0506,Dr Khaled Ali,Pulmonology,Elite Clinic,Suez,East,A,1,2024-04-12
D0507,Dr Ali Hassan,Pulmonology,Life Clinic,Siwa,West,A,1,2023-03-02
D0508,Dr Hassan El-Sayed,ENT,Elite Clinic,Siwa,West,B,1,2024-01-03
D0509,Dr Youssef El-Sayed,ENT,Life Clinic,Dubai,Gulf,C,1,2024-02-26
D0510,Dr Ali Saad,Neurology,Hope Clinic,Port Said,East,A,1,2024-06-21
D0511,Dr Hassan Mostafa,Endocrinology,Elite Clinic,Jeddah,Gulf,C,1,2023-12-13
D0512,Dr Khaled Saad,Internal Medicine,Elite Clinic,Jeddah,Gulf,B,1,2024-05-08
D0513,Dr Ahmed El-Sayed,Pulmonology,Elite Clinic,Riyadh,Gulf,C,1,2024-09-19
D0514,Dr Ali Ali,ENT,Shifa Clinic,Qena,South,C,1,2023-03-18
D0515,Dr Youssef Ali,Gastroenterology,Care Clinic,Sohag,South,A,1,2024-10-20
D0516,Dr Youssef Ali,ENT,Shifa Clinic,Tanta,North,C,1,2025-05-27
D0517,Dr Hassan El-Sayed,Cardiology,Life Clinic,Tanta,North,A,1,2024-07-24
D0518,Dr Khaled Mahmoud,General Practice,Life Clinic,Giza,Central,C,1,2024-04-12
D0519,Dr Omar Saad,Neurology,Shifa Clinic,Sohag,South,C,1,2024-04-29
D0520,Dr Khaled Mahmoud,Internal Medicine,Elite Clinic,Riyadh,Gulf,A,1,2023-01-03
D0521,Dr Youssef Hassan,General Practice,Elite Clinic,Port Said,East,B,1,2023-06-18
D0522,Dr Ahmed Ali,Pediatrics,Care Clinic,Jeddah,Gulf,A,1,2023-07-12
D0523,Dr Ali Saad,Neurology,Hope Clinic,Marsa Matruh,West,A,1,2024-10-10
D0524,Dr Youssef El-Sayed,ENT,Hope Clinic,Tanta,North,C,0,2023-05-18
D0525,Dr Hassan Hassan,General Practice,Elite Clinic,Dubai,Gulf,C,1,2024-05-09
D0526,Dr Khaled Mostafa,Pulmonology,Noor Clinic,Cairo,Central,A,1,2024-09-12
D0527,Dr Youssef Hassan,Gastroenterology,Care Clinic,Marsa Matruh,West,B,1,2023-10-29
D0528,Dr Omar Hassan,General Practice,Care Clinic,Siwa,West,C,1,2024-07-20
D0529,Dr Omar Saad,Gastroenterology,Care Clinic,Qena,South,C,0,2023-05-16
D0530,Dr Hassan Saad,Internal Medicine,Elite Clinic,Giza,Central,C,1,2024-08-19
D0531,Dr Youssef Hassan,Pediatrics,Life Clinic,Siwa,West,C,1,2023-01-26
D0532,Dr Omar Mahmoud,Endocrinology,Care Clinic,Dubai,Gulf,B,1,2023-10-21
D0533,Dr Ali Ali,Gastroenterology,Life Clinic,Damanhur,North,B,1,2024-01-03
D0534,Dr Ali Saad,General Practice,Shifa Clinic,Cairo,Central,B,1,2025-03-26
D0535,Dr Omar Mahmoud,Cardiology,Hope Clinic,Jeddah,Gulf,C,1,2025-03-18
D0536,Dr Ali Ali,Gastroenterology,Care Clinic,Alexandria,North,B,1,2025-05-31
D0537,Dr Mohamed Saad,Neurology,Care Clinic,Jeddah,Gulf,C,1,2024-09-09
D0538,Dr Omar Mostafa,Pulmonology,Life Clinic,Suez,East,C,1,2023-06-27
D0539,Dr Hassan Mahmoud,Pediatrics,Life Clinic,Marsa Matruh,West,B,1,2023-06-14
D0540,Dr Ahmed Saad,Pulmonology,Hope Clinic,Suez,East,A,0,2024-09-03
D0541,Dr Ali Saad,ENT,Shifa Clinic,Riyadh,Gulf,C,1,2023-03-16
D0542,Dr Youssef Mostafa,Pulmonology,Hope Clinic,Cairo,Central,C,1,2023-06-13
D0543,Dr Khaled Mahmoud,Neurology,Shifa Clinic,Marsa Matruh,West,B,1,2023-12-06
D0544,Dr Omar El-Sayed,General Practice,Life Clinic,Qena,South,B,1,2025-02-09
D0545,Dr Mohamed El-Sayed,ENT,Elite Clinic,Riyadh,Gulf,B,1,2024-09-28
D0546,Dr Ahmed Mostafa,Internal Medicine,Shifa Clinic,Suez,East,B,1,2023-10-17
D0547,Dr Khaled Mostafa,ENT,Life Clinic,Giza,Central,A,1,2023-07-17
D0548,Dr Omar Saad,General Practice,Care Clinic,Alexandria,North,C,1,2023-08-04
D0549,Dr Omar Ali,Internal Medicine,Elite Clinic,Riyadh,Gulf,B,1,2025-06-18
D0550,Dr Ahmed El-Sayed,Pulmonology,Life Clinic,Damanhur,North,A,1,2023-02-08
D0551,Dr Youssef Ali,General Practice,Noor Clinic,Sohag,South,A,1,2023-09-22
D0552,Dr Hassan El-Sayed,Pediatrics,Elite Clinic,Riyadh,Gulf,B,1,2023-05-02
D0553,Dr Ali El-Sayed,Internal Medicine,Shifa Clinic,Jeddah,Gulf,C,1,2024-12-18
D0554,Dr Khaled Ali,Gastroenterology,Noor Clinic,Cairo,Central,C,1,2023-03-30
D0555,Dr Youssef Mostafa,ENT,Shifa Clinic,Marsa Matruh,West,B,1,2025-02-03
D0556,Dr Ali Saad,Gastroenterology,Elite Clinic,Dubai,Gulf,C,0,2025-03-25
D0557,Dr Ahmed Mostafa,General Practice,Hope Clinic,Ismailia,East,C,1,2023-02-12
D0558,Dr Khaled Hassan,Gastroenterology,Noor Clinic,Marsa Matruh,West,B,1,2025-01-13
D0559,Dr Khaled Hassan,Pulmonology,Life Clinic,Jeddah,Gulf,B,1,2025-05-04
